Date,HS Code,Product,Specific Product,Port of Origin,Country of Destination,Port of Destination,Value(USD),Std Qty,Std Unit,Std Unit Price(USD),Qty,Unit,Value In FC,Unit Rate In FC,Unit Rate Currency,Value(INR),Shipment Mode,Invoice Value INR
11-Nov-19,42029900,"HANDBAGS MADE OF 80% COTTON CANVAS FABRI CS+10% GOAT LEATHER +10% OTHER ""YARN DYE D"" WINE BAG",Cotton,JNPT,Belgium,Antwerpen,1552.18,490,NOS,3.17,490,PCS,1553.3,3.17,USD,109118.28,Sea,0
11-Nov-19,42022220,COTTON HAND BAGS WITH HANDLES : ORGANIC COTTON SHEETING BAG CONSISTING OF 3 PCS IN SET,Cotton,Bombay Air,New Zealand,Auckland,1174.52,600,SET,1.96,600,SET,1176,1.96,USD,82568.45,Air,0
11-Nov-19,42022220,COTTON HAND BAGS WITH HANDLES : ORGANIC COTTON SHEETING BAGS PRINTED,Cotton,Bombay Air,New Zealand,Auckland,326.25,290,NOS,1.12,290,PCS,327.7,1.13,USD,22935.68,Air,0
11-Nov-19,42022220,COTTON HAND BAGS WITH HANDLES : ORGANIC COTTON CANVAS BAG WITH SEPARATE PACKI NG,Cotton,Bombay Air,New Zealand,Auckland,187.07,108,NOS,1.73,108,PCS,315.36,2.92,NZD,13150.91,Air,0
11-Nov-19,42022220,COTTON TOTE BAG 15.7 X 17.7 IN,Cotton,JNPT,Australia,Sydeny,740.61,615,NOS,1.2,615,PCS,738,1.2,USD,52065.08,Sea,0
11-Nov-19,42022220,COTTON BAG,Cotton,Bombay Air,New Zealand,Auckland,192.08,303,NOS,0.63,303,PCS,190.89,0.63,USD,13503.23,Air,0
11-Nov-19,42022220,COTTON - FRIDGE BAG,Cotton,Bombay Air,New Zealand,Auckland,131.35,366,NOS,0.36,366,PCS,131.76,0.36,USD,9233.9,Air,0
11-Nov-19,42022220,HANDLOOM COTTON BEACH BAG,Cotton,JNPT,Mauritius,Louis,770,100,NOS,7.7,100,PCS,770,7.7,USD,54131.04,Sea,0
11-Nov-19,42022220,COTTON-REGULAR BAG,Cotton,Bombay Air,New Zealand,Auckland,36.5,79,NOS,0.46,79,PCS,36.34,0.46,USD,2565.95,Air,0
11-Nov-19,42022220,COTTON - MULTIPURPOSE BAGS,Cotton,Bombay Air,New Zealand,Auckland,98.84,152,NOS,0.65,152,PCS,98.8,0.65,USD,6948.45,Air,0
11-Nov-19,42022220,COTTON HAND BAGS WITH HANDLES : ORGANIC COTTON NET BAGS,Cotton,Bombay Air,New Zealand,Auckland,385.57,500,NOS,0.77,500,PCS,650,1.3,NZD,27105.8,Air,0
11-Nov-19,42022220,COTTON HAND BAGS WITH HANDLES : ORGANIC COTTON CANVAS BAGS,Cotton,Bombay Air,New Zealand,Auckland,743.15,216,NOS,3.44,216,PCS,1252.8,5.8,NZD,52243.29,Air,0
09-Nov-19,42022220,SHOPPING BAGS OF COTTON (WOVEN) FAIRTRAD E COTTON ICA FAIRTRADE BAG,Cotton,JNPT,Sweden,Gothenburg,57323.47,60000,NOS,0.96,60000,PCS,52200,0.87,EUR,4029840,Sea,0
09-Nov-19,42029100,HANDMADE CROSS BODY BAGS MADE OF 100% LE ATHER LINING 100% COTTON,Cotton,JNPT,France,Le Havre,25079.02,1575,NOS,15.92,1575,PCS,22837.5,14.5,EUR,1763055,Sea,0
08-Nov-19,42022290,MAKE-UP BAG : SHELL: 100% COTTON LINING 100% COTTON FILLING 100%. POLYESTER. SIZE: 20.5X6.5X13 CMS,Cotton,JNPT,Denmark,Aarhus,3074.82,500,NOS,6.15,500,PCS,2800,5.6,EUR,216159.95,Sea,0
08-Nov-19,42022220,COTTON BAG,Cotton,Mulund CFS,United Arab Emirates,Dubai,260,2600,NOS,0.1,2600,PCS,260,0.1,USD,18278.06,Sea,0
08-Nov-19,42022220,COTTON HAND BAGS SMALL SIZE,Cotton,Bombay Air,Japan,Tokyo,49.42,45,NOS,1.1,45,PCS,67.5,1.5,EUR,3473.99,Air,0
08-Nov-19,42022220,COTTON HAND BAGS MEDIUM SIZE,Cotton,Bombay Air,Japan,Tokyo,68.63,50,NOS,1.37,50,PCS,62.5,1.25,EUR,4824.99,Air,0
08-Nov-19,42022220,COTTON HAND BAGS LARGE SIZE,Cotton,Bombay Air,Japan,Tokyo,74.13,45,NOS,1.65,45,PCS,67.5,1.5,EUR,5211.01,Air,0
08-Nov-19,42022220,COTTON HAND BAGS WITHOUT HANDLES ORGANIC COTTON NET BAGS,Cotton,Bombay Air,Netherlands,AMSTERDAM SCHIPHOL,593,250,SET,2.37,250,SET,540,2.16,EUR,41688,Air,0
08-Nov-19,42022290,MAKE-UP BAG : SHELL: 100% COTTON LINING 100% COTTON FILLING 100%. POLYESTER. SIZE: 27X12X16 CMS,Cotton,JNPT,Denmark,Aarhus,4118.06,500,NOS,8.24,500,PCS,3750,7.5,EUR,289499.96,Sea,0
08-Nov-19,42022290,MAKE-UP BAG : SHELL: 100% COTTON LINING 100% COTTON FILLING 100%. POLYESTER. SIZE: 20.5 X 6.5 X 13 CMS,Cotton,JNPT,Denmark,Aarhus,3099.42,504,NOS,6.15,504,PCS,2822.4,5.6,EUR,217889.26,Sea,0
08-Nov-19,42022290,TOILET BAG : SHELL: 100% COTTON LINING 100% COTTON FILLING 100%. POLYESTER. S IZE: 27X12X16 CMS,Cotton,JNPT,Denmark,Aarhus,4118.06,500,NOS,8.24,500,PCS,3750,7.5,EUR,289499.96,Sea,0
07-Nov-19,42022220,COTTON HAND BAGS (WOVEN)( MODEL- 1K11184 7 ) PO NO: 1043050,Cotton,JNPT,Italy,La Spezia,2273.92,2500,NOS,0.91,2500,PCS,2650,1.06,USD,160538.67,Sea,0
07-Nov-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON.1 00% ORGANIC COTTON WOVEN BAGS. SIZE: 45 x 45 + 8 CM.,Cotton,Bombay Air,Germany,Frankfurt,28875.14,50000,NOS,0.58,50000,PCS,32000,0.64,EUR,2038585.06,Air,0
07-Nov-19,42022220,COTTON HANDLOMM HAND BAG 26 X 42 CMS,Cotton,JNPT,Japan,Tokyo,11972.82,7626,NOS,1.57,7626,PCS,11972.82,1.57,USD,845281.1,Sea,0
07-Nov-19,42022220,COTTON HAND BAGS (WOVEN)( MODEL- 1K11184 8 ) PO NO: 1043050,Cotton,JNPT,Italy,La Spezia,3051.08,2500,NOS,1.22,2500,PCS,2650,1.06,USD,215406.33,Sea,0
07-Nov-19,42022220,COTTON BEACH BAG,Cotton,JNPT,Netherlands,Rotterdam,10393.66,3000,NOS,3.46,3000,PCS,10380,3.46,USD,733792.56,Sea,0
07-Nov-19,42022220,COTTON BAGS - (100% COTTON),Cotton,JNPT,Mauritius,Louis,462.68,99,NOS,4.67,99,PCS,463.32,4.68,USD,32665.1,Sea,0
07-Nov-19,42022220,100% ORGANIC FAIR TRADE COTTON WOVEN SHO PPING BAGS,Cotton,JNPT,France,Le Havre,69274.58,110500,NOS,0.63,110500,PCS,62985,0.57,EUR,4890785.25,Sea,0
06-Nov-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON. 100% COTTON WOVEN BAGS.SIZE: 41+15 x 45+ 15 CM.,Cotton,JNPT,Germany,Antwerpen,39634.5,42000,NOS,0.94,42000,PCS,36120,0.86,EUR,2798195.6,Sea,0
06-Nov-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON. 100% ORGANIC COTTON WOVEN BAGS.SIZE: 45 X 45 + 8 CM,Cotton,JNPT,Germany,Antwerpen,42086.08,60000,NOS,0.7,60000,PCS,38400,0.64,EUR,2971277.5,Sea,0
06-Nov-19,42022220,100% COTTON POWERLOOM PRINTED BAGS,Cotton,JNPT,France,Le Havre,7482.96,1368,NOS,5.47,1368,PCS,7482.96,5.47,USD,528296.98,Sea,0
06-Nov-19,42022110,LEATHER HAND BAGS / COMPOSITION 100% BO VINE LEATHER LINING 100% COTTON HANDLE 100% ZINC,Cotton,JNPT,Spain,Barcelona,38000,2000,NOS,19,2000,PCS,38000,19,USD,2682800,Sea,0
06-Nov-19,42022220,100% COTTON BAGS. REF93376 NETTO COTTON BAGS,Cotton,JNPT,Germany,Rotterdam,38230,72000,NOS,0.53,72000,PCS,38880,0.54,USD,2699038,Sea,0
06-Nov-19,42029200,COTTON BAGS AS PER INVOICE,Cotton,JNPT,Netherlands,Rotterdam,19200,40000,NOS,0.48,40000,PCS,19200,0.48,USD,1355520,Sea,0
05-Nov-19,42022220,100% ORGANIC COTTON BAGS REFORGANIC AND E DRAWSTRING BAG,Cotton,JNPT,Germany,Hamburg,2522,2600,NOS,0.97,2600,PCS,2522,0.97,USD,178053.19,Sea,0
05-Nov-19,42022220,100% ORGANIC COTTON BAGS REF ORGANIC A NDE DRAW ATRING BAG,Cotton,JNPT,Germany,Hamburg,2522,2600,NOS,0.97,2600,PCS,2522,0.97,USD,178053.19,Sea,0
05-Nov-19,42022290,100% COTTON CANVAS BAG REFSHOPPER BEAC H,Cotton,JNPT,Germany,Hamburg,3210,1500,NOS,2.14,1500,PCS,3210,2.14,USD,226626.04,Sea,0
05-Nov-19,42022220,100% COTTON BAGS :Ref: Printed Tote Bag,Cotton,Bombay Air,Germany,Munich,2043.8,3000,NOS,0.68,3000,PCS,2700,0.9,USD,144292,Air,0
05-Nov-19,42022290,100% COTTON CANVAS BAG REFSHOPPER BEACH,Cotton,JNPT,Germany,Hamburg,6420,3000,NOS,2.14,3000,PCS,6420,2.14,USD,453251.98,Sea,0
04-Nov-19,42022220,COTTON HAND BAG,Cotton,JNPT,Spain,Barcelona,165.86,52,NOS,3.19,52,PCS,150.8,2.9,EUR,11709.5,Sea,0
04-Nov-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON.1 00% COTTON WOVEN BAGS.SIZE: 39W x 40H X 20AG CM.,Cotton,Bombay Air,Germany,Frankfurt,2151.03,1250,NOS,1.72,1250,PCS,2487.5,1.99,EUR,151862.43,Air,0
04-Nov-19,42022220,COTTON BAG,Cotton,JNPT,Spain,Barcelona,742.4,250,NOS,2.97,250,PCS,675,2.7,EUR,52413.62,Sea,0
04-Nov-19,42022220,100% COTTON BAGS. REF93354,Cotton,JNPT,Germany,Rotterdam,30600,72000,NOS,0.42,72000,PCS,30960,0.43,USD,2160360,Sea,0
04-Nov-19,42022220,COTTON HAND BAGS WITH HANDLES : ORGANIC COTTON STRING BAG MULTI COLOR WITH LONG HANDLE,Cotton,JNPT,New Zealand,Auckland,10703.93,5950,NOS,1.8,5950,PCS,17136,2.88,NZD,755697.6,Sea,0
03-Nov-19,42022220,HAND BAGS AND SHOPPING BAGS OF COTTON.10 0% COTTON WOVEN BAGS.SIZE : 38W x 42H CM,Cotton,JNPT,France,Le Havre,1216.72,1875,NOS,0.65,1875,PCS,1106.25,0.59,EUR,85900.32,Sea,0
03-Nov-19,42022220,HAND BAGS AND SHOPPING BAGS OF COTTON.10 0% COTTON WOVEN BAGS.SIZE : 40W x 35H x 12AG CM,Cotton,JNPT,France,Le Havre,3464.55,5000,NOS,0.69,5000,PCS,3150,0.63,EUR,244597.49,Sea,0
03-Nov-19,42022220,HAND BAGS AND SHOPPING BAGS OF COTTON.10 0% COTTON WOVEN BAGS.SIZE : 55W x 40G x 15BG CM.,Cotton,JNPT,France,Le Havre,1874.49,1950,NOS,0.96,1950,PCS,1696.5,0.87,EUR,132338.9,Sea,0
02-Nov-19,42022290,P/L YARN DYED WOVEN HAND BAG COMPOSITION :-FRONT/BASE 80%COTTON 20%POLYESTER LINI NG 100%PVC,Cotton,JNPT,Spain,Barcelona,783.36,272,NOS,2.88,272,PCS,783.36,2.88,USD,55305.21,Sea,0
02-Nov-19,42022290,60% POLYESTER 40% COTTON SHOPPER BAG,Cotton,JNPT,France,Le Havre,1519.18,221,NOS,6.87,221,PCS,1381.25,6.25,EUR,107254.1,Sea,0
02-Nov-19,42022290,80% COTTON 20% POLYESTER DAISY POUCH BAG,Cotton,JNPT,France,Le Havre,531.45,151,NOS,3.52,151,PCS,483.2,3.2,EUR,37520.49,Sea,0
02-Nov-19,42022290,60% POLYESTER 40% COTTON LIMA POUCH BAG,Cotton,JNPT,France,Le Havre,346.46,150,NOS,2.31,150,PCS,315,2.1,EUR,24459.74,Sea,0
02-Nov-19,42022290,60% POLYESTER 40% COTTON CABAS BAG,Cotton,JNPT,France,Le Havre,1171.35,150,NOS,7.81,150,PCS,1065,7.1,EUR,82697.23,Sea,0
02-Nov-19,42022290,80% COTTON 20% POLYESTER SHOPPER BAG,Cotton,JNPT,France,Le Havre,1037.99,151,NOS,6.87,151,PCS,943.75,6.25,EUR,73282.21,Sea,0
02-Nov-19,42022290,80% COTTON 20% POLYESTER LIMA POUCH BAG,Cotton,JNPT,France,Le Havre,346.46,150,NOS,2.31,150,PCS,315,2.1,EUR,24459.74,Sea,0
02-Nov-19,42022220,100%COTTON POWERLOOM BAGS.,Cotton,JNPT,France,Le Havre,24033.92,4128,NOS,5.82,4128,PCS,24024.96,5.82,USD,1696794.74,Sea,0
02-Nov-19,42022220,P/L YARN DYED WOVEN HAND BAG COMPOSITION :-FRONT/BASE 100%COTTON LINING 100%PVC,Cotton,JNPT,Spain,Barcelona,1749.51,581,NOS,3.01,581,PCS,1748.81,3.01,USD,123515.41,Sea,0
02-Nov-19,42022290,60% POLYESTER 40% COTTON DAISY POUCH BAG,Cotton,JNPT,France,Le Havre,527.93,150,NOS,3.52,150,PCS,315,2.1,EUR,37271.99,Sea,0
02-Nov-19,42022290,80% COTTON 20% POLYESTER CABAS BAG,Cotton,JNPT,France,Le Havre,1171.35,150,NOS,7.81,150,PCS,1065,7.1,EUR,82697.23,Sea,0
01-Nov-19,42022220,SHOPPING BAGS OF COTTON SIZE: 33x30x22(C M),Cotton,JNPT,Germany,Hamburg,6469.92,4650,NOS,1.39,4650,PCS,6463.5,1.39,USD,456776.66,Sea,0
01-Nov-19,42022220,SHOPPING BAGS OF COTTON SIZE: 44X46X12(C M),Cotton,JNPT,Germany,Hamburg,1432.03,800,NOS,1.79,800,PCS,1432,1.79,USD,101101.28,Sea,0
01-Nov-19,42022220,SHOPPING BAGS OF COTTON SIZE: 44x35x12(C M),Cotton,JNPT,Germany,Hamburg,17521.54,12000,NOS,1.46,12000,PCS,17520,1.46,USD,1237020.5,Sea,0
01-Nov-19,42022220,SHOPPING BAGS OF COTTON,Cotton,JNPT,Germany,Hamburg,68.69,50,NOS,1.37,50,PCS,68.5,1.37,USD,4849.85,Sea,0
01-Nov-19,42022220,SHOPPING BAGS OF COTTON SIZE:,Cotton,JNPT,Germany,Hamburg,43.8,30,NOS,1.46,30,PCS,43.8,1.46,USD,3092.22,Sea,0
01-Nov-19,42022220,100% COTTON WOVEN HAND BAGS,Cotton,JNPT,Netherlands,Rotterdam,9621.56,1296,NOS,7.42,1296,PCS,9616.32,7.42,USD,679282.2,Sea,0
01-Nov-19,42022220,100% COTTON PRINTED SHOPPING BAGS WITH F LEX COATING SIZE IN CMS-35X28X26 ( DETAI LS AS PER INVOICE AND PACKING LIST),Cotton,JNPT,Australia,Melbourne,2765.35,4280,NOS,0.65,4280,PCS,4280,1,AUD,195233.52,Sea,0
01-Nov-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON. 100% COTTON WOVEN BAGS.SIZE : 32X34 CMS.,Cotton,JNPT,Belgium,Antwerpen,2850,1900,NOS,1.5,1900,PCS,2850,1.5,USD,201210,Sea,0
01-Nov-19,42022220,MENS 98% COTTON CANVAS + 2% COW LEATHER BAGS,Cotton,JNPT,Germany,Rotterdam,42344.55,2000,NOS,21.17,2000,PCS,38500,19.25,EUR,2989525,Sea,0
01-Nov-19,42022220,SHOPPING BAGS OF COTTON SIZE: 26x35x8(CM ),Cotton,JNPT,Germany,Hamburg,5400.1,4000,NOS,1.35,4000,PCS,5400,1.35,USD,381247.25,Sea,0
01-Nov-19,42022220,SHOPPING BAGS OF COTTON SIZE: 44x46x12(C M),Cotton,JNPT,Germany,Hamburg,35.8,20,NOS,1.79,20,PCS,30.8,1.54,USD,2527.56,Sea,0
01-Nov-19,42022220,SHOPPING BAGS OF COTTON SIZE: 40x30x30(C M),Cotton,JNPT,Germany,Hamburg,4650.89,3020,NOS,1.54,3020,PCS,4650.8,1.54,USD,328352.63,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON CANVAS BAGS WITH OUT LABE L SIZE ; 46cm (High) x 42cm (Wide) x 10c,Cotton,JNPT,Netherlands,Rotterdam,1319.83,600,NOS,2.2,600,PCS,1200,2,EUR,93180.14,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAG SIZE : 1 5cm (High) x 10cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,1286.83,3000,NOS,0.43,3000,PCS,1770,0.59,EUR,90850.49,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAGS PRINTED WIT H TAG SIZE : 25cm (High) x 15cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,1622.29,2500,NOS,0.65,2500,PCS,1475,0.59,EUR,114533.8,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON NET BAGS SIZE : 25cm (Hig h) X 20 (Wide),Cotton,JNPT,Netherlands,Rotterdam,4663.4,8000,NOS,0.58,8000,PCS,4240,0.53,EUR,329236.2,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES :O RGANIC COTTON SHEETING BAG SIZE : 3 3cm (High) x 23cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,1946.75,3000,NOS,0.65,3000,PCS,1770,0.59,EUR,137440.56,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAG SIZE : 1 8cm (High) x 16cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,1385.82,3000,NOS,0.46,3000,PCS,1770,0.59,EUR,97838.95,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAGS PRINTED SIZ E : 38cm (High) x 30cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,489.43,500,NOS,0.98,500,PCS,260,0.52,EUR,34554.03,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAGS WITH INDIV IDUAL PACKING SIZE : 42cm (Hih) 32cm (W,Cotton,JNPT,Netherlands,Rotterdam,9238.81,10000,NOS,0.92,10000,PCS,8400,0.84,EUR,652260.01,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAGS PRINTED SI ZE : 40cm (High) X 30cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,4894.37,5000,NOS,0.98,5000,PCS,4450,0.89,EUR,345542.29,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON CANVAS BAGS,Cotton,JNPT,Netherlands,Rotterdam,846.89,200,NOS,4.23,200,PCS,770,3.85,EUR,59790.44,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING + NET BAGS SIZE : 33cm (High) X 31cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,461.94,500,NOS,0.92,500,PCS,260,0.52,EUR,32613.15,Sea,0
31-Oct-19,42029100,LEATHER GOODS WITH COTTON LINING -100%CO W RECYCLED LEATHER LADIES SHOULDER BAG,Cotton,JNPT,Australia,Melbourne,35370,1200,NOS,29.48,1200,PCS,35364,29.47,USD,2497121.85,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAG SIZE : 70c m (High) x 15 cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,769.9,1000,NOS,0.77,1000,PCS,1190,1.19,EUR,54355.08,Sea,0
31-Oct-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON. 100% ORGANIC COTTON WOVEN BAGS.SIZE: 40 X 38 CM.,Cotton,JNPT,Germany,Antwerpen,20682.79,27000,NOS,0.77,27000,PCS,18900,0.7,EUR,1460205.14,Sea,0
31-Oct-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON. 100% ORGANIC COTTON WOVEN BAGS.SIZE: 45 X 45 + 8 CM.,Cotton,JNPT,Germany,Antwerpen,42086.08,60000,NOS,0.7,60000,PCS,38400,0.64,EUR,2971277.53,Sea,0
31-Oct-19,42022220,100% COTTON PACKAGING BAGS-BIG SHOPPING CARRY BAG 100% COTTON,Cotton,Bombay Air,Italy,Milano,1869.76,1000,NOS,1.87,1000,PCS,1700,1.7,EUR,132005.01,Air,0
31-Oct-19,42023290,100% COTTON WOVEN DRAWSTRING POUCH BAG,Cotton,JNPT,Belgium,Antwerpen,14974.79,21960,NOS,0.68,21960,PCS,13615.2,0.62,EUR,1057220.28,Sea,0
31-Oct-19,42022220,COTTON SHOPPING BAG WITH PRINT-,Cotton,JNPT,France,Le Havre,79730.88,60400,NOS,1.32,60400,NOS,79728,1.32,USD,5629000,Sea,0
31-Oct-19,42022220,100% COTTON PACKAGING BAGS-SMALL SHOPPIN G CARRY BAG 100% COTTON,Cotton,Bombay Air,Italy,Milano,3079.6,2000,NOS,1.54,2000,PCS,2800,1.4,EUR,217419.99,Air,0
31-Oct-19,42022220,COTTON BAGS,Cotton,JNPT,New Zealand,Auckland,1.94,194,SET,0.01,194,SET,0,0,USD,136.96,Sea,0
31-Oct-19,42022220,100% COTTON BAG,Cotton,JNPT,Spain,Valencia,6241.42,2199,NOS,2.84,2199,PCS,5717.4,2.6,EUR,440644.12,Sea,0
31-Oct-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON. 100% COTTON WOVEN BAGS.SIZE: 41+15 x 45+ 15 CM.,Cotton,JNPT,Germany,Antwerpen,34680.18,36750,NOS,0.94,36750,PCS,31605,0.86,EUR,2448420.7,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON CANVAS BAGS PRINTED SIZE ; 46cm (High) x 42cm (Wide) x 10cm Gusse,Cotton,JNPT,Netherlands,Rotterdam,2804.64,1000,NOS,2.8,1000,PCS,2550,2.55,EUR,198007.55,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAG SIZE : 4 0cm (High) x 30cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,2276.71,3000,NOS,0.76,3000,PCS,2070,0.69,EUR,160735.59,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON CANVAS BAGS WITH LABEL SI ZE ; 46cm (High) x 42cm (Wide) x 10cm Gu,Cotton,JNPT,Netherlands,Rotterdam,1352.82,600,NOS,2.25,600,PCS,1200,2,EUR,95509.3,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON NATURAL STRING BAGS WIT H INDIVIDUAL PACKING SIZE : 38cm (High),Cotton,JNPT,Netherlands,Rotterdam,1308.83,1000,NOS,1.31,1000,PCS,1190,1.19,EUR,92403.59,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES :O RGANIC COTTON SHEETING BAGS PRINTED WIT H TAG SIZE : 47cm (High) x 31cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,2265.71,2000,NOS,1.13,2000,PCS,2060,1.03,EUR,159959.05,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON NET BAGS PACKED IN SETS (EACH SET CONTAINING 3 BAGS),Cotton,JNPT,Netherlands,Rotterdam,1187.85,500,SET,2.38,500,SET,1080,2.16,EUR,83862.03,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAGS SIZE : 33c m (High) X 31cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,791.9,1000,NOS,0.79,1000,PCS,1190,1.19,EUR,55908.18,Sea,0
31-Oct-19,42029100,LEATHER GOODS WITH COTTON LINING -COW LE ATHER LADIES SHOULDER BAG,Cotton,JNPT,Australia,Melbourne,38950.01,1400,NOS,27.82,1400,PCS,38948,27.82,USD,2749870.39,Sea,0
31-Oct-19,42022220,HAND-BAGS AND SHOPPING BAGS OF COTTON. 100% COTTON WOVEN BAGS.SIZE : 32X34 CMS.,Cotton,JNPT,Belgium,Antwerpen,5100,3400,NOS,1.5,3400,PCS,5100,1.5,USD,360060.19,Sea,0
31-Oct-19,42022230,BEADED SLING BAG (95% JUTE 5% COTTON),Cotton,JNPT,Italy,La Spezia,3300,600,NOS,5.5,600,PCS,3300,5.5,USD,232979.95,Sea,0
31-Oct-19,42022220,100% COTTON TOTE BAG,Cotton,JNPT,Belgium,Antwerpen,11453.46,2098,NOS,5.46,2098,PCS,11455.08,5.46,USD,808614.46,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON KNITTED DYED STRING BAGS LONG HANDLE SIZE : 38cm (High) x 30cm (,Cotton,JNPT,Netherlands,Rotterdam,2886.03,1600,NOS,1.8,1600,PCS,2624,1.64,EUR,203753.54,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON NET BAGS SIZE : 40cm (Hig h) X 30 (Wide),Cotton,JNPT,Netherlands,Rotterdam,6863.12,8000,NOS,0.86,8000,PCS,6240,0.78,EUR,484535.95,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON KNITTED DYED STRING BAGS SHORT HANDLE SIZE : 38cm (High) x 30cm,Cotton,JNPT,Netherlands,Rotterdam,3827.5,2400,NOS,1.59,2400,PCS,3480,1.45,EUR,270221.82,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAGS PRINTED SI ZE : 25cm (High) x 15cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,285.96,500,NOS,0.57,500,PCS,260,0.52,EUR,20188.84,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : OORGANIC COTTON SHEETING BAG SIZE : 48cm (High) x 35cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,824.89,1000,NOS,0.82,1000,PCS,1190,1.19,EUR,58237.34,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON NET BAGS SIZE : 33cm (Hig h) X 28 (Wide),Cotton,JNPT,Netherlands,Rotterdam,5895.24,8000,NOS,0.74,8000,PCS,5360,0.67,EUR,416203.94,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAGS PRINTED WIT H TAG SIZE : 27cm (High) x 18cm (Wide),Cotton,JNPT,Netherlands,Rotterdam,340.96,500,NOS,0.68,500,PCS,260,0.52,EUR,24071.58,Sea,0
31-Oct-19,42022220,COTTON HAND BAGS WITH/WITHOUT HANDLES : ORGANIC COTTON SHEETING BAGS PRINTED WIT HOUT TAG SIZE : 25cm (High) x 15cm (Wi,Cotton,JNPT,Netherlands,Rotterdam,225.47,500,NOS,0.45,500,PCS,260,0.52,EUR,15918.3,Sea,0
